KG,domain,image_metadata,video_metadata,audio_metadata,image,video,audio,sum_perceive,perceivable,alt_image_score,audio_description,video_description,video_subtitle,video_sign_language,audio_subtitle,audio_sign_language,table2_sum,special_needs,accessibility_for_visually_impaired,accessibility_for_deaf,contact_person,dump_size,auth,dump_format,open_license,alternative_access_point_score,sum_operable,operable,version,robots_txt,webpage_status,metadata_broken_links,canonical_ID,robust,metadata_lang,lang,example,labels,description_readability,understandable,sum_overall,mean_overall,sum_T1,mean_T1
opendatascotland-simd-housing-rank,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
oreilly,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
rkb-explorer-citeseer,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
rkb-explorer-cordis,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
rkb-explorer-courseware,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
rkb-explorer-curriculum,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
rkb-explorer-darmstadt,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-dblp,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-deepblue,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
rkb-explorer-deploy,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
rkb-explorer-dotac,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-era,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-eurecom,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-ft,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-4.178395681,-0.26114973
rkb-explorer-ibm,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-4.178395681,-0.26114973
rkb-explorer-ieee,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-4.178395681,-0.26114973
rkb-explorer-irit,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-jisc,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-kisti,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-4.178395681,-0.26114973
rkb-explorer-laas,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-newcastle,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
rkb-explorer-nsf,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-oai,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-os,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
rkb-explorer-pisa,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
rkb-explorer-rae2001,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-4.178395681,-0.26114973
rkb-explorer-resex,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-risks,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-roma,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-southampton,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-ulm,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
rkb-explorer-unlocode,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
rkb-explorer-wiki,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
SATAR_test,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,0,0,-0.4,,,0,,1.0,0.3333333333,1,-0.03198306338,-3.511729014,-0.2194830634
semanlink,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
semantic-web-grundlagen,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
southampton-ac-uk,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-1.178395681,-0.07364973005
taxonconcept-occurences,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
test,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-4.178395681,-0.26114973
Test,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-1.178395681,-0.07364973005
Test_,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-1.178395681,-0.07364973005
test-svu,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-3.178395681,-0.19864973
uniprot-metadata,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
Vehicule_Autonome,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-3.178395681,-0.19864973
w3c,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
webnmasunotraveler,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,0,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-2.178395681,-0.13614973
wordpress,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-4.178395681,-0.26114973
xx,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,1,0,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-1.178395681,-0.07364973005
yso-fi-allars,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
yso-fi-ysa,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
zaragoza_turruta,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,,0.3333333333,0,-0.03198306338,-3.178395681,-0.19864973
红色经典歌曲关联数据集,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,0,,1.0,0.3333333333,1,-0.03198306338,-1.178395681,-0.07364973005
ecs,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.6666666667,0,-0.3333333333,,,1,,0.005823076923077153,0.335274359,0.005823076923,-0.03198306338,-1.178395681,-0.07364973005
cap-italy-rdf,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,0.011211538461538995,0.3370705128,0.01121153846,-0.037025,-2.5924,-0.162025
enakting-co2emission,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,0,0,-0.4,,,1,,0.013300000000000312,0.3377666667,0.0133,-0.038625,-3.618,-0.226125
cz-czso-demography-in-regions-czech-republic-age-categories,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,0,0,-0.4,,,1,,0.018175000000000052,0.3393916667,0.018175,-0.05593238636,-1.894918182,-0.1184323864
southampton-ac-uk-apps,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,0,0,1,0,1,0.25,-1,1,0,-0.75,0,-0.15,,,1,,0.034206521739130746,0.3447355072,0.03420652174,-0.001610887097,-1.775774194,-0.1109858871
aliada-scanbit-net,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-1,0,-0.4,,,1,,0.05730000000000013,0.3524333333,0.0573,-0.03341802885,-3.534688462,-0.2209180288
cz-sao-check-actions,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,1,0,-0.75,0,-0.35,,,1,,0.05730000000000013,0.3524333333,0.0573,-0.006450726744,-1.853211628,-0.1158257267
datos-artium-org,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,0,-1,0,-0.4,,,1,,0.05730000000000013,0.3524333333,0.0573,-0.05704375,-2.9127,-0.18204375
srcmf,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-1,0,-0.2,,,1,,0.06295000000000006,0.3543166667,0.06295,-0.06053548387,-2.81987802,-0.1281762736
googleart-wrapper,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.6666666667,0,-0.1333333333,,,1,,0.06309594594594614,0.3543653153,0.06309594595,-0.02948064516,-2.468249843,-0.1121931747
cz-vavai-funding-providers,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,0.09402857142857224,0.3646761905,0.09402857143,-0.01018522727,-1.162963636,-0.07268522727
bis-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.4,,,1,,0.09450000000000047,0.3648333333,0.0945,0.0512375,-1.1802,-0.0737625
cz-vavai-programmes,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,-1,0,-0.2,,,1,,0.09450000000000047,0.3648333333,0.0945,-0.02053125,-1.3285,-0.08303125
cz-vavai-projects,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,0.09450000000000047,0.3648333333,0.0945,-0.01599271654,-3.255883465,-0.2034927165
ecb-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.4,,,1,,0.09450000000000047,0.3648333333,0.0945,-0.03868483456,-2.618957353,-0.1636848346
frb-linked-data,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-1,0,-0.4,,,1,,0.09450000000000047,0.3648333333,0.0945,-0.0625,-3,-0.1875
john-goodwins-family-tree,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,0,0,-2,-0.5,-1,0,-1,0,0,-0.4,,,1,,0.09450000000000047,0.3648333333,0.0945,0.0625,-1,-0.0625
