KG,domain,image_metadata,video_metadata,audio_metadata,image,video,audio,sum_perceive,perceivable,alt_image_score,audio_description,video_description,video_subtitle,video_sign_language,audio_subtitle,audio_sign_language,table2_sum,special_needs,accessibility_for_visually_impaired,accessibility_for_deaf,contact_person,dump_size,auth,dump_format,open_license,alternative_access_point_score,sum_operable,operable,version,robots_txt,webpage_status,metadata_broken_links,canonical_ID,robust,metadata_lang,lang,example,labels,description_readability,understandable,sum_overall,mean_overall,sum_T1,mean_T1
universal-dependencies-treebank-estonian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.333333333,-0.2708333333
universal-dependencies-treebank-finnish,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-finnish-ftb,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-french,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.03168067434,-3.756890789,-0.2348056743
universal-dependencies-treebank-galician,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-galician-treegal,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0149234375,-3.572108333,-0.2232567708
universal-dependencies-treebank-german,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.04109334795,-3.907493567,-0.244218348
universal-dependencies-treebank-gothic,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-greek,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-hebrew,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.03544184783,-3.900402899,-0.2437751812
universal-dependencies-treebank-hindi,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-hungarian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0329,-3.7764,-0.236025
universal-dependencies-treebank-indonesian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.333333333,-0.2708333333
universal-dependencies-treebank-irish,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.04295,-3.9372,-0.246075
universal-dependencies-treebank-italian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.01305625,-3.4589,-0.21618125
universal-dependencies-treebank-japanese,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.03025625,-3.817433333,-0.2385895833
universal-dependencies-treebank-japanese-ktc,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.00544375,-3.3371,-0.20856875
universal-dependencies-treebank-kazakh,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.02872306202,-3.792902326,-0.2370563953
universal-dependencies-treebank-latin,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.02320853041,-3.621336486,-0.2263335304
universal-dependencies-treebank-latin-ittb,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.02937431818,-3.803322424,-0.2377076515
universal-dependencies-treebank-latin-proiel,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.04490238971,-3.968438235,-0.2480273897
universal-dependencies-treebank-latvian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,0.04165,-2.5836,-0.161475
universal-dependencies-treebank-norwegian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.333333333,-0.2708333333
universal-dependencies-treebank-old-church-slavonic,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.050375,-4.056,-0.2535
universal-dependencies-treebank-persian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.333333333,-0.2708333333
universal-dependencies-treebank-polish,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0243375,-3.6394,-0.2274625
universal-dependencies-treebank-portuguese,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.05184665138,-4.079546422,-0.2549716514
universal-dependencies-treebank-portuguese-bosque,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.03575625,-3.8221,-0.23888125
universal-dependencies-treebank-portuguese-br,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-romanian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.02810721154,-3.699715385,-0.2312322115
universal-dependencies-treebank-russian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.05986875,-4.2079,-0.26299375
universal-dependencies-treebank-russian-syntagrus,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-sanskrit,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.04999375,-4.133233333,-0.2583270833
universal-dependencies-treebank-slovak,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.03080441176,-3.826203922,-0.2391377451
universal-dependencies-treebank-slovenian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.04204831731,-4.00610641,-0.2503816506
universal-dependencies-treebank-slovenian-sst,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-spanish,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.05825340909,-4.265387879,-0.2665867424
universal-dependencies-treebank-spanish-ancora,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.050375,-4.139333333,-0.2587083333
universal-dependencies-treebank-swedish,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-swedish-lines,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,-1,0,-2,-0.5,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.02053125,-3.5785,-0.22365625
universal-dependencies-treebank-swedish-sign-language,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-tamil,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.333333333,-0.2708333333
universal-dependencies-treebank-turkish,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
universal-dependencies-treebank-ukrainian,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,-1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0243375,-3.722733333,-0.2326708333
universal-dependencies-treebank-uyghur,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.062125,-4.327333333,-0.2704583333
universal-dependencies-treebank-vietnamese,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,0,-0.25,0,-0.45,,,0,,-0.5117290140845068,-0.170576338,-0.5117290141,-0.0625,-4.25,-0.265625
medline,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,1,0,0,0,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5127681818181815,-0.1709227273,-0.5127681818,-0.06198125,-4.325033333,-0.2703145833
isocat-metadata,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.52128741565452,-0.1737624719,-0.5212874157,-0.06198125,-4.2417,-0.26510625
agrovoc,life_sciences,0,0,0,0.000006100582128,0,0,"0,000006100582128",0.000001016763688,0,-1,-1,-1,-1,-1,-1,-6,-0.8888888889,-0.5,-1,1,,0,-1,1,0,0,0,-1,1,0,-0.25,0,-0.45,,0,0,0.3716486833,-0.2471444444444444,-0.1750991522,-1.247138344,-0.055584375,-4.13935,-0.258709375
GeoDetector,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5258857142857141,-0.1752952381,-0.5258857143,0.05878125,-2.392833333,-0.1495520833
bioportal-lhn,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5263999999999993,-0.1754666667,-0.5264,-0.04087698864,-3.904031818,-0.2440019886
CONNECTED,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5292837474120073,-0.1764279158,-0.5292837474,-0.01877996324,-3.633812745,-0.2271132966
Upper_Ontology,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5346884615384607,-0.1782294872,-0.5346884615,-0.0625,-4.333333333,-0.2708333333
chembl-rdf,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5410214285714279,-0.1803404762,-0.5410214286,-0.03080441176,-3.742870588,-0.2339294118
Uganda-Disasters-rdf-data_,geography,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5410214285714279,-0.1803404762,-0.5410214286,-0.0625,-4.333333333,-0.2708333333
bio2rdf-bioportal,life_sciences,0,0,0,0.0000002788623314,0,0,"0,0000002788623314",0.00000004647705523,0,-1,-1,-1,-1,-1,-1,-6,-0.8888888889,-0.5,-1,0,,0,0,0,0,0,0,-1,1,-1,-0.25,0,-0.45,,-1,1,0.1084246904,-0.010399999999999632,-0.1803950619,-1.010399721,-0.04383295455,-3.951327273,-0.2469579545
greek-administrative-geography,geography,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,0,,,-1,0,0,-1,-0.2,-1,0,-1,-0.25,0,-0.45,,-1,1,0.0944130675,,-0.1811173865,-1,-0.0625,-4.25,-0.265625
apertium-rdf,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,0,0,0,0,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5433963963963964,-0.1811321321,-0.5433963964,-0.0625,-4.333333333,-0.2708333333
masc,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,0,0,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5446930069930067,-0.1815643357,-0.544693007,-0.02053125,-3.5785,-0.22365625
corporate-body,government,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,1,0,0,1,0,1,0.2,-1,1,0,-0.25,0,-0.45,,,0,,-0.5473307692307685,-0.1824435897,-0.5473307692,-0.05069407895,-4.061105263,-0.2538190789
makg,publications,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5481791666666663,-0.1827263889,-0.5481791667,-0.0625,-4.25,-0.265625
bioportal-pma,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5491161290322577,-0.1830387097,-0.549116129,-0.04821923077,-4.104841026,-0.2565525641
bioportal-teo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5517999999999995,-0.1839333333,-0.5518,-0.03918087121,-3.960227273,-0.2475142045
bio2rdf-ndc,life_sciences,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,0,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,-1,1,0.1084246904,-0.02902857142857096,-0.1841207762,-1.029028571,-0.04295682791,-3.937309247,-0.2460818279
fu-berlin-dailymed,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5536500000000001,-0.18455,-0.55365,-0.0625,-4.25,-0.265625
foodpedia,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5576238095238091,-0.1858746032,-0.5576238095,-0.03888635671,-3.955515041,-0.24721969
nomisma_org,cross_domain,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,1,-1,-1,1,1,0,0,-1,1,0,0,0,-0.4,,0,1,0.06673684553,-1,-0.1866526309,-1,-0.0625,-3,-0.1875
vivo-ponce,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5602792682926827,-0.1867597561,-0.5602792683,-0.04833149038,-4.023303846,-0.2514564904
linked-logainm,geography,0,0,0,0,0,0,0,0,,,,,,,,0,,,,1,,0,-1,1,0,0,0,-1,1,-1,-0.25,0,-0.45,,,0,,-0.5603999999999996,-0.1868,-0.5604,-0.04917722668,-4.036835627,-0.2523022267
pdevlemon,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5607708108108103,-0.1869236036,-0.5607708108,-0.04312033699,-5.023258725,-0.3139536703
b3kat,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,0,1,0,0,0,-1,1,-1,-0.25,0,-0.45,,-1,1,0.1656064628,-0.10194769230769163,-0.1872682459,-1.101947692,-0.03770036058,-3.853205769,-0.2408253606
edublogs,media,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5655599999999993,-0.18852,-0.56556,-0.02774375,-3.777233333,-0.2360770833
sztaki-lod,publications,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,1,0,0,0,-1,1,0,-0.3333333333,0,-0.4666666667,,-1,1,0.170726548,-0.1138499999999999,-0.1886246904,-1.11385,-0.015125,-3.575333333,-0.2234583333
bioportal-acgt,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5670695652173907,-0.1890231884,-0.5670695652,-0.05351875,-4.1063,-0.25664375
bioportal-jerm,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5670695652173907,-0.1890231884,-0.5670695652,-0.04492048077,-3.968727692,-0.2480454808
bio2rdf-affymetrix,life_sciences,0,0,0,0.0000002788623314,0,0,"0,0000002788623314",0.00000004647705523,0,-1,-1,-1,-1,-1,-1,-6,-0.8888888889,-0.5,-1,0,1,0,0,-1,1,0,0,-1,1,0,-0.3333333333,0,-0.4666666667,,-1,1,0.1084246904,-0.05399999999999916,-0.1891150619,-0.05399972114,-0.0625,-4.333333333,-0.2708333333
sandre,life_sciences,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,0,-1,-1,0,-2,-0.4,-1,1,0,-0.25,0,-0.45,,-1,1,0.03334489246,0.013300000000000312,-0.1906710215,-0.9867,-0.016725,-3.5176,-0.21985
bioportal-mfo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5720999999999998,-0.1907,-0.5721,-0.03431975806,-3.799116129,-0.2374447581
bioportal-xao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5720999999999998,-0.1907,-0.5721,-0.0625,-4.25,-0.265625
racai-llod-rtasc,user_generated,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,-1,-1,-1,0,-3,-0.6,-1,0,0,-0.25,1,-0.45,,0,0,0.01581408093,0.02145217391304355,-0.192546749,0.02145217391,-0.04920880682,-4.037340909,-0.2523338068
bioportal-ctx,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5834878787878784,-0.1944959596,-0.5834878788,0.00358125,-3.1927,-0.19954375
public-spending-in-greece,government,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,0,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5840166666666664,-0.1946722222,-0.5840166667,-0.02392764423,-3.632842308,-0.2270526442
bioportal-roleo,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5848999999999995,-0.1949666667,-0.5849,-0.0625,-4.25,-0.265625
semanticquran,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,-1,0,-3,-0.75,-1,0,0,-0.25,0,-0.45,,,0,,-0.5922442028985506,-0.1974147343,-0.5922442029,-0.0625,-4.25,-0.265625
bioportal-bro_x1,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.3333333333,0,-0.4666666667,,,0,,-0.5923999999999996,-0.1974666667,-0.5924,-0.02828967391,-3.785968116,-0.2366230072
bioportal-tm-signs-and-sympts,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5923999999999996,-0.1974666667,-0.5924,-0.05986875,-4.2079,-0.26299375
universidad-de-cuenca-linkeddata,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5923999999999996,-0.1974666667,-0.5924,-0.0225375,-3.6106,-0.2256625
desaparecidos,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5934999999999997,-0.1978333333,-0.5935,-0.0625,-4.25,-0.265625
bioportal-tto,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.5945969178082186,-0.1981989726,-0.5945969178,-0.05455178571,-4.122828571,-0.2576767857
global-hunger-index-2011,cross_domain,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,1,0,-0.3333333333,0,-0.4666666667,,,0,,-0.5981571428571425,-0.1993857143,-0.5981571429,-0.0532296875,-4.185008333,-0.2615630208
bioportal-opl,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6032057692307689,-0.2010685897,-0.6032057692,-0.0625,-4.25,-0.265625
CLaSSES,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,-1,-1,1,0,-1,-0.25,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.603696774193548,-0.2012322581,-0.6036967742,-0.04697138158,-4.084875439,-0.2553047149
instance-hub-fiscal-years,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,1,0,0,0,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6072699186991866,-0.2024233062,-0.6072699187,-0.03655625,-3.8349,-0.23968125
jel-classification,,0,0,0,,0,0,0,0,,,,,,,,0,,,,0,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6073646153846146,-0.2024548718,-0.6073646154,-0.01214264706,-3.444282353,-0.2152676471
english-wordnet,linguistics,0,0,0,,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-7,-1,-1,-1,1,,,0,1,0,1,0.2,-1,0,0,-0.25,0,-0.45,,-1,1,0.1004921756,-0.11708181818181795,-0.2033179285,-1.117081818,-0.0625,-4.25,-0.265625
eventkg,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.3333333333,0,-0.4666666667,,,0,,-0.6164593495934958,-0.2054864499,-0.6164593496,-0.055584375,-4.222683333,-0.2639177083
https:www.childrensartmuseum.grLD-project,user_generated,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,1,0,0,0,-1,0,0,-0.25,1,-0.45,,,0,,-0.6165306451612895,-0.2055102151,0.3834693548,-0.02582700792,-3.663232127,-0.2289520079
bioportal-fao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6179999999999995,-0.206,-0.618,-0.0625,-4.25,-0.265625
emn,linguistics,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,0,1,0,1,0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6179999999999995,-0.206,-0.618,-0.026875,-3.68,-0.23
sadi-semantic-web-services-framework-registry,,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,0,-1,0,0,-1,-0.25,-1,1,-1,-0.25,0,-0.45,,,0,,-0.6182127272727269,-0.2060709091,-0.6182127273,-0.0625,-4.25,-0.265625
bioportal-tao,life_sciences,0,0,0,,0,0,0,0,,,,,,,,0,,,,1,,,-1,0,0,-1,-0.25,-1,0,-1,-0.25,0,-0.45,,,0,,-0.6189088235294116,-0.2063029412,-0.6189088235,-0.01193215409,-3.440914465,-0.2150571541
